Search_Engine,Search_String,Publisher,Title,Link,Date
Google,jio bankruptcy,Mint,NCLT okays Jio’s proposal for Reliance Infratel,./read/CBMiqwFBVV95cUxQTmk5ZmUxYURIUzM0YnZDaGFLdFBYb0JuWU5vT1BGUG1MeFlpcGh5Wm9FWl9XTEZtTVA2UnllQVI2Z3E4R3M3Q1BDT2lnNldmaXMzdXEzVzY5cDg2Y1ZxTUVhRlI0MlZqZjdzRkRjZUt5UzB1b3lxaXJtZTN1QW1PbEdSZE8taG5Rd0tZdVh6dktsRE9nTjlidnR0Y19qZnZ0NFdKT0tSNHQySU3SAbABQVVfeXFMTkdJQ0lVYkFiRkw2Y056cDh2ZFUzSlFSTkNKcU9wTmhFRzVHTXNaaDVLV0tzR3pKcFZKNG1fZ3RiR2pwWDd5eGY4aVJKZFFzc2xTdmtFRm83d3RJaTlIWkFNZmdwN1UwYmM1di1FMHhxbmxPamcxWUtuLWdITWUwWEUyOG5XWWh6YmhZMUN0RnNxaHYwSXpLTno2MXQzOHVhSE1GWWVqd0lqN1JESW9nc2Y?hl=en-IN&gl=IN&ceid=IN%3Aen,2020-12-04
Google,jio bankruptcy,Fortune India,"Jio completes 100% acquisition of Reliance Infratel for ₹3,720 cr’",./read/CBMirgFBVV95cUxNS2dDR0c0QWM4SHFaZzJVRUhnaHhXUkRueHY1djVhX05yRHhmdkZyaWFqNUN1UHg5N0NyS1BBQl9valhId0FhcGdnU2d2RlBvNjJyU2Q2b0FfRVFPSUNxdDZmWHc3cXRqT29IY3RzNDN0cjdzNGZJdjBpX3dvSU1jNXduM1JGVXJZWVMzSUVtNUIzRmVtT09TZGhLU09aWElSMXlzVmxmQ0Y2YXkxV1HSAbsBQVVfeXFMTmpUSWdoeG5FOUhxdlJIVm5OUFhFWExIVlgtdEV0cXpYYnRaczhYOElNaUFEQ3ZkSE55V0dkem9lekY1RjgtUjdCSnZkUHA5Z3Y4X0FaWlA4TUR2SG9PNk42VTlwZ3VxQjdhV3NWa21zYXFoZjQ4OUgta3d1eFJFakVBckk3LXFCRHE1WW81Rm5jeDJQM1l4blQ0ZVFlakdzXzV6emZNSWdyY2M4eVlqSEJ4YU1taDRtSjdaRQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2022-12-23
Google,jio bankruptcy,ETTelecom,Vodafone Idea bankruptcy: 140-150 million 2G subscribers to be the most affected,./read/CBMi-gFBVV95cUxNRXpoNkU0MG1jbTJuQ25Tak5aSExUR0s2WkR0eGExNDJ3SUMyV1QtTGw2TTZKaHI4Rmo5Q1U1Ykx3NU1Kd2g2Snc5NUNTN0JRdWwzWlF6SzE0UFZpa1ZIaUhWSnFUaGtDak1BR1ZGTGZpM3MyTldyZmd1a3RmcWFsY0hZZFNkZVU5ZEhqa2hUOVdNRUJKdGVnNmZqUGl0YjBSUm5OQmxMSUFGbEE5S01RdU9XSmY4SFZyaEE1VjZwWE1oRktMMHN4dFgwMXR0TUU4VUJCWTFtQTlTZm9STlZvT3VyUnBxZkFUNm1fVmJOdzNuMkU2a0FCclJR0gH_AUFVX3lxTE45WXJCakdDQUw4b2wxT2NVbG1qWUlVME51ZDI0VEc2V2t6U3J6M0laRkswUTdsdnFwZUpUN3BUelJ0aWsyMjBQYks3NFh5UDd3cTRYeER6alhnajllQjVsS0dUQ2pBMDZDbUg2alU2TjI5SWNjczRIQkI2VFd0YjNJbGNseENWVjJ6dEkweUJCWl9ZTVRhVDJ4NmJURjJ6NTJkc2hOMFVza2lYcU5pZWNKeVhzZWpudlFGS1hib21lZmNGS3haU0s5aUUwOTlpdFhKMUNUZ1NpczYxZnBFdzVrY1lXeUhHTkRUZkZCNHM3YThHNFgzczFvaTRxcDdNdw?hl=en-IN&gl=IN&ceid=IN%3Aen,2021-08-13
Google,jio bankruptcy,Business Today,Jio to acquire debt-laden Reliance Infratel after NCLT’s approval,./read/CBMizwFBVV95cUxPSUhac3ZrVEwxd0pPY3FCeFRQWHg0djl1QVYybk1kdE42eHpmM0NYNlZ2R09QWTdzWUFwblhseFMxNko5SUFNM3ljVGlzRVZ5MkRUMzh2MjJqOGRkVTdTVGdUc3JKVmw1UGhVMlRMNFdfSkpsVGxNOTh6Z014ZHV5RDZFbHZSUk5NMmM0dExqeGdUZ2htVmExYllXMF9TZWxnc2lDWGVJMUJnbG54SXNSaTdlTWZjS2p6RHlkcTBXbzlrZ1JjS3M3SUF5UnJkZ1U?hl=en-IN&gl=IN&ceid=IN%3Aen,2022-11-23
Google,jio bankruptcy,Business Standard,Jio gets NCLT's approval to acquire debt-laden Reliance Infratel,./read/CBMi2gFBVV95cUxPZm1neURJMWF3YU11ZXRnSnd0TUJJRmtWWTcyUU1jVnNFTi1zRU5ZSXZlcDVGN1BUWWNvZjgtWUJLSG1IUWxtQ20xWVJvZW1LaGt3WEt5SXNSRnJYYzV0TkJjcW16RGY3WWlZeWdrYUlWdlhjSnhEVm1RTkJiRG4wUWNRdnZhbU1kRThLUVQ4QjNSWVAxVHRKWWNmNldqQmQtOXZRRGhHR21CYVBsS2dXTV9EMmNpMXFsVGpHYTBKcnJmQUprN1psSW1xY3NCdlRPd0xYRWxTNkg3QdIB3wFBVV95cUxPem1wRko4MXUyNEJ6RTYyZ1p1Y24wc25CTWFDRE1ocHhuY2gxZXR1WWZqNjNvcENzekY2T2lYSHNOcjByMmxCS1V1cDduWTdIY25pVFN6VEhUWWlkTWRqd1lVSmpOTkNjN0VtamR2SFBGUXJ4aUZHS1kwR3AyUFR1QWVMemU4TUxReTN0YVhhcnFUd2h5c0s2WVY1V0JhQmhkR3FfaUZEQkFvZEd2VS1sN3lZdDA1NlhuTWZZMkhZLVNuRUNQdFFObE91Y3VZazAxeHNPcWJDWk9CdTRLcS04?hl=en-IN&gl=IN&ceid=IN%3Aen,2022-11-21
Google,jio bankruptcy,Mint,"Jio deposits ₹3,720 cr to take over Rel Infratel",./read/CBMiqgFBVV95cUxQbWNLZ1hJTElOcWZ4U0UxWUlzOVNvMXplY3N3eVlsZE5PelN1X202aFdVbU83TVNCaTc3U3RTTnR2T1VxbXU1cVlObEFXRXpwYVFmSXlKTGlVdGNyZGM2cXRITUk0U19qdURrVlFZTGluc2NhbFVmaVhSOERaS1lMS3IyaGMxVEZtYVd6cjdpRWpZR2ZuM0x3MS01MVZCY3ZlSm14V0poVFpCZ9IBrwFBVV95cUxOWF9ZRGdUUG9DTzVjVkVrXy11MnM3aThBc1lqQTlYalZ3VFlRNWNJUkVQdV9xbzMyT2pFeXJxSnNBVW5DbkNtaHJNNGEwUVhqLVBQS1BwQzVZZS12VnYzNXNkV2UtZUJFdkxnelJDa0Q1NFdQQk00eU53UHliRVQ0ZmxIS0R4U0F5RnhQYmJGNTZsTThWVzlNQTUyTmRINEs5Nl9NNEVfZnRYMXBzdVE4?hl=en-IN&gl=IN&ceid=IN%3Aen,2022-12-22
Google,jio bankruptcy,The Times of India,How Mukesh Ambani may reap rewards from brother Anil's telecom woes,./read/CBMi5gFBVV95cUxQcDVURUhFWThlZW5yeXhXazRqX1AzdFBEend4V2htUEswbE1Pd1FoT09nZDg2emN1UklCbUp1aUhsUHZ0QXFycnNxb0pGalYtQ1FLUVhQV2x6ZERKR2dPNFVVcmxBUm9ZMXJwWDNNWnptNDkxWHpKRG1RTDVScDlVNG5OQzVnVnc0amxxUHByaEJqRUxHeEZMTzdoNVc4LVVjMFVtXzRHSXowQ2I4aFVSdUlCd0JkOVdMaWxSTWppbHVORGEyaVdSY1Y0cDdrZy1sQ20tVTNQOE00V0NodXFwekRsTmJMd9IB6wFBVV95cUxPOXBTd1lOUEd4OXBkYVdtOHVFMzN0S2cxOU1qQnpFRUNpQ09EZnZ5TTNIMG11ZWhxcE5EVWVIZnlhZU4zU2Q2c1ZsSXZzSHh6aUs1WG02dTJHNUtDNExROWJ6LTZ6NXIxNmFQVHF5bnNhQlV6RmNkMzNtV3Y1aVU1a3EyQzBwTGQ1VE5hT3JaY0k4ODV1b2ktZzNILWM3UGZvRmN5VXVaS19PWUM2UlJqZVROV085RWtRdk9RWlJvQVZRX0tRenNDeU9OeC02MzMwR3h5LUpjbERFNlZwWmc3RExUREIxejBhV1J3?hl=en-IN&gl=IN&ceid=IN%3Aen,2019-03-21
Google,jio bankruptcy,Business Today,"With Aircel filing for bankruptcy, consolidation in the Indian telecom sector is almost over",./read/CBMi0gFBVV95cUxPWEZNM3plTGQ2dkNfRVFNNnlKd0IyV1dIdUZOb2EyY0ZtQmdvUENqaG0yR24yUW83N2ZLSjdQMGNjZTB5VzdYbC1hVW4ySENYbGxPY25qbDlWSnlFWW9uVmdaSFhubGJ2cHpocmluZjRvVEhqT0VoMHhrQ1dpaUpEYV9BR3JFX195YVRNZ2x2dWRpUGIxMWpvYURnNEtua0hFNldUZ3RzYzhxYmJOc3VOSmZpSEJETFhaS0hsR0l6dWc0Um84djdGM21kNm9IRHVIUEE?hl=en-IN&gl=IN&ceid=IN%3Aen,2018-02-28
Google,jio bankruptcy,ETTelecom,NCLT clears Jio buy of Reliance Infratel,./read/CBMioAFBVV95cUxNQnVOZXBXdTVMSi1uVkRwWHFxaXdibk1Cd1VMalNLOFhHSHozRUJYeWxweVJuV0ltcDB4bjBUWFgzVGc4V3NTQzM2cy1SOWFEWDlldTZhVlZvNUp3OWR1aGcteGJZRk5VbGlPMTNiOGttSEQ0Y2lYeG5ZLTIyQkJVM0FqQ1Fubkd0N0sxem5HeExfLU1IUEs1TXlsSkxKTlZQ0gGmAUFVX3lxTE5ZM2V3aFhzdXctZlYyYVdITzhQZjJBWGZYQVNGdmJUQW41MS1LNDRQcHkwN3FQNjJueXdzdjR2d21jRG9RNWVXemxFWFlyVkZObHNTTFkwSU5qdXpLWlFsRkhHRWptVHRmZlF0dDU2YWFxT2dDUkxhelFDSUVDUmZmamp1dy1qazVwQmJBSXVIcjNlMnZxU2pneHE4RGNSYmpJa0ItTHc?hl=en-IN&gl=IN&ceid=IN%3Aen,2022-11-21
Google,jio bankruptcy,The Times of India,"NCLT clears Jio’s Rs 4,400 crore plan for Reliance Infratel",./read/CBMi0wFBVV95cUxPdlRpcS1jWkpVaGY5UWdaQkFPZURrVm1PTzVQRzNKaXlXb3pwYjF4QjcwaTVMSklBbmlqUGpiS2g4VEQ2bVMyem0tNFJHNEtmRV9yc0NkeWJrM1Fpbzg2TUFHQlpiV1A5MU1sWWJXWWV6V0hENmhuZFBfazd3d1VRd2tYSFQ0UjZyT1dlV0NteVJBMTZjTk9XekZtTi1wcGk3VlZSdm9HQ0tqeXIyTE5DUG1najJnbUh5QlBTWmRpcWtwQk1YejZIeVRvTy1iSm91ZkVV0gHYAUFVX3lxTE9TaG1wWVVUNXRfWE1TcGRHUGZjSEt2amxtMWtpajQ5TF80UHZncjRVZ3hSUnAtUjBnTnJ2YjMtQXlxSFh3WU9vdGl4Q3ppZXdXNVZNMlpOQ3p5by1ZWmY5dmlnUEF0MXNyLVl2Y29EbElXUUhHTVk3emxNN0RESjd4aVlJM1dYU3ctbWtwSzhyQWZGVWxkdkxvMG9yVFJlaThNTUt0ZEJWTmtMMjF5c2dic1cyclJWcW9sY3JjWWtPenhCZ3VRVDg5TG5rRldaSGRLRDI3Q05qVw?hl=en-IN&gl=IN&ceid=IN%3Aen,2020-12-04
Google,apple merger,DIGITIMES,Apple and Foxconn face steep hurdles in Nissan stakes bid amid Honda merger collapse,./read/CBMijAFBVV95cUxOZk9iNkJxZVhFeHgxX1o2U1czVC1iQTRfWlNyYjFJR2w4UXM3S1lWNW1vbndoVnpOakhOOG9UYlZ3QXRFWG4tbG1fSXZUNW5QaU9ELXVNNlZVVXNoc200M1lISFJ3MDB2YU1TMFFiVmxMZGl4VVVQUGRMbEJ1OUFMaE9yLXAyLVRNbGpkMA?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-13
Google,apple merger,The Times of India,Apple planning to buy Intel: What and why of rumours of Apple acquiring the 56-year-old chipmaker,./read/CBMiiwJBVV95cUxPRUo0SFFTZkFUUUdncmlDTmZaR2RzTlkwUnZDNVhyZFUxcHZBYXJLQndoMzJMdHpfcDdXVXJPa1lBZ0EycnpiSF81cVF2NGt4VElJS2tqYkxWbGo2Ri11WFI3dGZHYTl0YV9Db3kySEpoczB6cE85R2dlN1RWY3duQm9zbVNVSDFNTkgteHduZENOTXdMcFhxczMwM2R5OUNiUzZwWms5bzNOLVk5Q0VpeHhUTUlidGlQMUFISnpUdV9uSUl2UG5OaklhUUF5eTN4QndaVlBsdjYwNDZjaTFPUUdOUXBsWVR3blRveUpyS1JjektiUTFKS3FFaExWODAycm1tdEdFYnJnQjjSAZACQVVfeXFMTk1CTWpGV2NVNGV6TGZxMEFrdWdSbUhqZkFUVUphMnVNb0otN2dYbERVS1RpQTFJdFc4SG1kaEt0OUdMS1doOGk4UTJGNE91enNTNnBfUWstTkxNeTU0Y1RaYzh0RHZCTmRENDhwTVFYa29IWUpPMmN3VXdoYllXUFR3YWg0eDVVZUo5cFFRelpfQnFrbDZqRl8zcU1mc2ZsRFNMbDRXV08xaTV4QTl6NDREUGlINy1iSklibTBlUzJ1dFo4S20yQlpzcFBXTDVodFdOcjY1T2c2Y1dNVDZYZjlJYV9xYm9WN3pQTnJFc2lJRW1NWmFDaDNISnBGM0ZiU2k4bVAtZ3ZrdjZkVDhuVFo?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-02
Google,apple merger,India TV News,Could Apple be eyeing Intel for acquisition?,./read/CBMiqAFBVV95cUxPSXQ2VEJQVkJYRGJCZ29WWFgyc1RDZWJWTW5TcmFiRVhBWkN0QmpXU3kza0NHeFppYjI2WTM2M0VUSnY4TmM4VmNtX3V2bUJrb0hwSmxWOTREc1RydnVVSzd0N3F0OFg2TzYxS212UXE0bjlBUFVPT3lvaGVQYjBfbkVCY0lrM1poMmtlYkE1ejkzVjlfRDU0MkwyNFhvS1dVUXgwckZJNjfSAa4BQVVfeXFMTk5BcWNnMkRweXZmYXBRdFBiSk4yb2ViZnZadXI2cDdqcWVfNE9JNmV5Wm53TUtRN3BTei1KTHpNd0RDX2JhekZWMk9QbFUxejdjYXlHYzZHejN4MTZkWkV3V1p6NGZZMUZRaGtRT0o0Q2JiUl9wQ3UxaG15RjdSWFV4bG1vcTd0dS04M2pzMzlZSEpsbENQSzNocnczM3Nla081a2hUSnUyZkV2eUlB?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-02
Google,apple merger,The Economic Times,Is Apple buying Intel? Rumours of a deal crop up,./read/CBMiuAFBVV95cUxNaldzWVMwb3psaTYwbUNuSG9jc0JnMkJBTGtUTDkyS3BpelY1b2FVOFNZeTMxZmtxYXdDRm1TRTBCeTRmZU9LOGxNaFpOeHlVU1JvMDlUa3otRW55UkZwMTJ3NWNFYWxvVnFaSkotYVJnUHRoUV9fOTVnRUpoWU9xQnhFNVhfRWxwWklheGFpcG00VUtqVFFhd2l0QUowdnpIU1RhNFdtcDdzSGt2UEhxVXItbmljUWZq0gG-AUFVX3lxTE9zNU4zU1FLMDEyVGY5OU5NNW1DNE5Jdjc5emoyYnItMFBrMWhUdG5Pdk52R0FibG1HeU5uZ1k0b1FOQXNDS3haZTFSbTdoVkJfRFBDeFdSTU1GMExCOTd2LS0xUlE5cDBSMUpJQkpKSG5QbkxWX0N4N1ZWcHBsSS1yOHEySml4QmZKUUZWVVl3ckFpZFlwbTVGeHN5TmE1RTB6cmoyZDFNNDI2ZDJsM05zNEQzUk12ZHpZcHktZHc?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-02
Google,apple merger,Investopedia,6 Companies Owned by Apple,./read/CBMic0FVX3lxTFA5Y3lGMFNZTkVFZGE4Si0tTVlBclV3ZUI3OFh6cTYwaTJWcFJuMEVrMWdLWjl1ak1ZdDMzRk9sU0dpZlJ2cEpPNDVuRjhHZHNoWS15b3ZIMWYyRW01UHN1T1RlUEJ2UXZOMHlQOE9BN1oxQms?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-08
Google,apple merger,Windows Central,"Intel could potentially be on Apple's acquisition portfolio amid financial struggles, emancipating itself from an overreliance on TSMC for chips — but Samsung could have better standing",./read/CBMi3AJBVV95cUxNTHcyQTRHdTVCNVR5VXZmeHhOQi10YlM0MzhVUFFxeThIeTAwalBiUzItdUx0ZmZFX3poNG1QNFN1VUtPU0YwdVZ1QjhJZGV3QVMwNmpKX0lMZFhSM0RxaWlmVEZHN0dHaDkxQ2VQVXo3eklVb3hER19OT2NlX3dLV0dPUF9WM3cwaW8tN1VSd2V6S3RhSm1STnQyTEpvYUsxMTBxdEtLTnBIeHYtRDFNcEtydkdrWUFSM1dIekdFY21KdXd2OUJ2amZ5QkJhWHRKM3NQY2phODljMzU5MWNnaktrbEVwbGZDdTJaeUdyMHJ3Z3EwbjJjQi0xVzZveFVmZ1NLUHBjVFM1OFFLeFQ5OTc5bUJtM0U5YnEzalFCZF9XX0tTaDJKRlNiY3M1YVpBTkFpX0swOXUyRjZsWFI4LXFVdGtOa1B0WkR0ZjBiZVowdVpmZTFLLTVJSm4?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-30
Google,apple merger,Mint,"Apple set for music, TV streaming fight in India after Airtel deal",./read/CBMiigJBVV95cUxQc1BUZWtQTE5rQkx5U0VsNl9sMVdIdVZwTmlYd05zZ1NkSlhrblFSNk4wLVdOWm1xeGN0VS1UeFNnMF9pQWd2TzJ4QVlvZjhzTXFoeGhCdU50NnlCM3lINHE4Zkl1WE1FcWl0UXdfNWNIS0RyTV9sY0lWejkzUmN4LUpEdmlrMXlYSHZpb2hhbmNuQTZORWJQR0tEVndvbDF3N1I4R2Y1Zy1PLTNoTmZvZFZBeUYwQ0s2NXozZjBuS0tUclBwbFBkejdkUFZTTFh1OUJEXzMwV0RfZWU2Q0pMOEc0ck12RUUzX0dEdXVFdkVWWXA0UHRlWldrdFdmSHJ1OWdZR0tVMXozQdIBjwJBVV95cUxPb1lVU3V6MlpfQlRHb3ZVdHE5N2JvanN0d2VLRF80UUlZMS1FYVN0blExeDFnZVJCam1zQnNUZU9zZ3REZDQtRzNwMkVPNGhaMXU2QlJEck83VWMtRVFtOUFCN0NnN0o4aUsyU0pWQ0diNk9vX3FIRXdDZTE3NmF5em9PcVNDODJVU1F2QmRwYlcxdDBpNXZRWkl2aWFkdGpqQmRBWU5NLTRUMWRjZmtsWW9MYklXSExZV2hZOWhnNGk5Z1lldWZ1TDhtdWtRRUdtcWZzSzBGVTd2UTRmLUk3VUdwVUJ3WHhzOWNpYkd0eGtqWThyQUg0Z2loRmNMdmFPdTA5d1RRV09VX3BQT2I0?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-09-02
Google,apple merger,Business Standard,Tata Group drops plan to acquire stake in Vivo India over Apple's objection,./read/CBMi3AFBVV95cUxOOTZwVFFuRXNiMzVMem5NWjNnLWNHaVJBVU5OY1hoUXdvMUJvOFp1RkNpcnZucnRNMU5CM3V6SWpuQ1Z4M3Y2ZjZfdTMweFZQeDRQSlIwS0MwWGNic05LLWJmcHVKemplZlB6V3ZyMlhIajBxVXRuQ25ZV3pkSEJqTzVYRThHS0g0VVFSYWh0RUUybWUydy1wOGwtV3RnV0Z1ZlhQOEhzV2NJeUFyR3BObExYdXZOV3VGbWJkNDRuYW9QSi1wMXFpRHhMOUhWSFg5dU5IQmg4cWw1UHNy0gHiAUFVX3lxTE9oRW5CSTV2eFZVdW10RG10YXJmMzZKeHFLTklyYWpGa0lvZGMtTzZ5VlV5X29Gc2tkODlQNnQ3bW9oaEhGNkhMUHFIYy1iTkFaWDFpNFQ5Y09MV2t0YlAtWDBlTjUzc3BKRUYwTkVxWWhGaVJDTWRDWm16eXlXbkdHRTNucXRnRF9HNDdqdGhyOWFvVHAzNTZoeTJrYkVvc2V2M1loTHVFXzVsVzJIbWl4V194NWVMVW40RU8yelNsSUNnTUpJYjZSZ283Y1kyR2lLMUNaVE1GMnJiekw1aGVlRWc?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-07-31
Google,apple merger,NewsX,Google Plans To Merge Chrome OS Into Android To Take On Apple’s iPad,./read/CBMipwFBVV95cUxPbEJlVi1renVPYzUzQ1FTSm1IX0gxbFpSS3NlcFlMdnhkeU5Mb0dpdmRra0p3bjZocHhaR09qXzJESEZ0bWFfd0VWVU55cDFkSGp5VG5OTFo3dzg1ZTJxYmtFMDhTWmZmMldWUi14a2praHVDbDVKNEJYSW94VGN5ZTFWZHA1dTVhWTEtdTNQcjlwcWtiZktKYkx6SVg3MnlwWGhHbDZGTQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-20
Google,apple merger,Pocket-lint,11 of Apple's most notable acquisitions,./read/CBMibkFVX3lxTE9pMnVvY1FpcEZJZTNyeUliVmRnZnpBejh4Yk9pUElaVGlpRWVkT29yWENOOTlqdkJrcXpxeDF5Y2hTZzV4LXF3OVV0UmdMOEdDRHdEX1BPeUpwSWwzeEFfaVJUcGpRYnVaS1lRb0pn?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-07-21
Google,apple merger,The New Indian Express,CCI approves Reliance-Disney India $8.5 billion merger,./read/CBMiqgFBVV95cUxPQ3Z5TnNDUkhMNERvY3RONndDMlRwaXBXOGFvX1F3VU5LbHRTLWdiN0xzcnRqa1FXbmk5bzctdDc0ZkJtcGVzRWlEWFhSdDZaUUZ6WEFSQ3lRSkd0V2VaS0g3ZFlBUWV4RDY5NkFKeEFFQThybVNDSmNYcExWTDRQekhleWVjSUpESi16Q1pwOHVJczdwRVQzUkoyenJMYjdQZ0pwVHJPYWdxQdIBtwFBVV95cUxQUUdSVGZWOUMwRmdXLTJWWXZxRElnaUQzaDU1NEhYcDBqSVBuZnU5NldXZURSY3RqUGE4eHFRM1pfTE1wX0ZrRXUtY1ZEVjRTS2pxRlJ0Z3d3TFNJV2pEdE5hUVlhcmxfYzVIek9JVUFFZUdwaHc2bnNQUjI4ZEJXeUxlZW9NUGFWYU03cUlWOXY4UUt4cGd6cmhOWTNna2NNMVBFUVRvUU8tZjY2eVhtbTNqOGk5WGM?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-08-28
Google,apple merger,CTech,Intel-Qualcomm merger talks: Will this deal reshape the global chip market?,./read/CBMiZ0FVX3lxTE10X3d3OWtJN2VPeURMYURaZEdrelhYOEdQc19kbHFaS0hlNktfd19jNmNPWHlaOEJHV0dGc3FiNkxnaXVYT1hRS09JMGtobl9pRzB1RGNUU1ZiZkdoQW0xTXd1cEgyQU0?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-09-21
Google,apple merger,ZDNet,Apple's latest acquisition hints at AI-powered iPhone plans,./read/CBMikwFBVV95cUxOYnB3Q2ljMklnMzEtNE52YWRHV00xUXJqUC1CaWVHQUc0X1RSUDFGVkVjR2tPNkRJN3cxWlhLV19SOEhZdzZTVElRYWNvR00tTkNSOUdxLWRZQURySEZxam02aklweVNlNjhTMUZXcWxCdS01eVpMWkt2d1pKUHQ5SnZpZ1J4NkpseHNTMmxsTzVVa28?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-03-15
Google,apple merger,Fruitnet,Belgian apple and pear suppliers agree merger plan | News,./read/CBMiogFBVV95cUxPc0FPWU9EUE41XzlPY0tmU1lLMHAzM3JWNUxQQWJOV09TYkpWMkdac1hWczdjNXZIeEhrMm5iQ0ZBV3kwaDItb0VLOF9RRC0wTHNPX3lYSkE2NTROeDBMOFAwSXhwRWx1d1pPWDRGeUFYUWFHakJRX2ZOaUhRd2l4M1ZVd0ZHS25zbHBMekNyU1FYa090SEZkVkh6VloyQ1NuNGc?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-02
Google,apple merger,Entrepreneur,Nvidia CEO Huang Said No to AMD Deal Using 'Apple Strategy',./read/CBMiqwFBVV95cUxQV0NVRGFQMUs1SjN5TTZMaDNTWTNxNnNmVGNUNjk3WVNfbV9vOXpsN0FKSTRjendqUDZfdWo2MTJlM2l3MGhUZDVlQ2hybzZiaHNyUnpObVpwdjVEaG1QYkJUbldpRF8tQUhQN2hhY3RPbGl5TWtsYjlmTkMzcmhmNHlzT0FBVVIxamhjS3Z6bWI3UzZDSHdsNHE1Z2g5aC1zVXVXT0JkSXE0dGM?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-07-08
Google,apple merger,Cult of Mac,Today in Apple history: Sun Microsystems almost buys Apple,./read/CBMingFBVV95cUxQeFNleXJNTU41NExVNjNOc1R0b2R0SVJjM0toQnpDNDdEOE9IVllnOWt6QThGT0RUTkdLOWdkdzVPUVE2UTIyM2R4SmxKaTZMa1ZDT1dwZkFRUjlqN2FXWjY0cHhObFhLcnJlT3VoSTd4WGlKT0dSMHFpWUlVc0o3MWRKdjhIYkcxN1NPLTBiVGY4OFoyaE0xeEh5LWptQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-01-25
Google,apple merger,TechRepublic,"EU Approves NVIDIA Deal With Run:ai, Pushes for Apple Interoperability",./read/CBMibkFVX3lxTE5JYllzeDhZcHlvRk1DTG56TmdTcXJMZXo4eElYbU81Q1Z3Y0tjdW9kZDdpb19YLXZjazBPSjg5d2FHTWo1bnlwZk1DNjNCYlNiNllPaERWTFNjRk90NVg3VTBHMk1qXzM3SHpuUzNn?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-20
Google,apple merger,The Times of India,Google plans to merge Chrome OS into Android to take on Apple’s iPad,./read/CBMi5AFBVV95cUxNakhBOXdUOFRKOFpTeDdYLTJ5cDVTSnNaVDdyaEJMa3pzMXlVaXVUejBSbUZiTmp1Y1Y4T1VqRnI3R01selZ3Q29oYWpCUXAwQWdfSVgwUjlITnNXOVBPMF9oQVZkUWlZM1paU1RXT0I2MHFtYmRUdUhCVDBmZ1l3MDEzdXMyaW1NTXJ1VjBSaXVua1NGMEtDUFcwN25mRVMyTFFzUGI2WEEtTDBzN0ZwblF0em1mbFgtWWVEbjlPLTNMcUFlQVpDdlNKcWF4R3MyMjdFa2NiNzVXN0FZNjJ0OFQyS2PSAeoBQVVfeXFMTkxWSFkyZkl2ZzdVdVQ5d0kxU2Y0cWIxeVFxaUFKUTFWejBYa0FScmpubU1pV1hIQnRiOWdJYkhlSGZZSW1zVU5DWHRnYk5LTm1hUlBNeTVqOWNhNmZTMDVGc3ctMEJmWDd6aS1BTDR5TV9ZVXRaT25QX3g4SHNkN29YbFZNRVg5S29xUmdOX0cwS1JSZVRyRXQ4M2tlOVVfZWo3SlJNaHk0RDF2WjU1aDRvYjEzYUFQMkp5WWpyRFBLSlRyZDdOdnBsR05xd1lfMlRwYUV3eklsSFZyZVZKeU56ZG1rbFJ3TF9n?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-19
