Search_Engine,Search_String,Publisher,Title,Link,Date
Google,jio merger,Mint,Reliance-Disney merger: JioStar website goes live amid JioHotstar domain saga,./read/CBMiygFBVV95cUxPbGJSZ3BqamtsbFFGTnpTYkVOYzJka1BuUXQyTVA2Q281Z0FpSkxJRFctcFN5WEZ2WVZuRllTNV9hN1VTM2tDR2xDVjJtandETThDUjduX0REMDQ2Q0lhaHMzb2oxVnVKR1RJbkFLNHlsZk1Rck5hQ1Y0V043Wl92dHdQeGRVZ2ZWVlVmcldkUlpONUFfSXJwNFNWbVJ5N1FSRk84N2t1VjVUYmJOVl90dzRfdUtFUDhJM0RsY2FMZ1NJa2JWVlhya3h30gHPAUFVX3lxTE1Bc29SS2dVRllIZGJzazc0Rmw2UENRbFU5Z29OemNIOC1wUFB0V2Y5T0JFNVJNa1JKWFNWX0RFeFUtNjgzeEUzX3lNLTBwbmwwR2dkR1Y3c3IwSXBMUTBfZEZpZm5tTk1Hd2dOZnNpYmpJdHg5WGZPLVR6bnNnc1dlejBlajY0TEh4VTFJZWZyWnd6THNFcDFCZjBsQmdORExVN3JQSGRnSzFJZnlzVHlLaTJ2dG5mOEloRkVxM203cDlPdEVyTngtVHJ1TXh5QQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-12
Google,jio merger,BusinessLine,Reliance Jio & Disney star complete merger to create $8.5-bn JV,./read/CBMivwFBVV95cUxNYUM5djdabUExT0JVNllSQmVhc3FDZE5UdzB6dXg3d1pfZ2JvXy1LTjd1TlJMbmtlZG96azI0aWVJNWlNeGE0T3BFSXVTc0pPUUxkWHZRdm80OWhhQXg1Y1NrSGY1a09TTUhzbjZrenFfeTFpamVsVURyUTMtM3drRlFEeVhsamxwcXdneHBKT255X0lsR1BueGFpWG41NVNhODNuWnlKLTFTUzFjVXpnVU5kNlFsUVFVcWVkbmFvZ9IBxgFBVV95cUxQRUVSOG94M0pUcUdkU29PcGhDN2RtTWs1a0ZFLWl2bWxqamtIUjFXOFBIQVZ4MFo1dHBqMGJkSTJmVkxxbktQdkx1am1WUGxvODczLWZQRkpxcGlwV0NuS21DUGN5REVNaGJ2NGZZZ3hSeFhiSnAwUFZIZnZXMWxJcnpHSk1SeVNmRWE4OXJSWUhtWDU3MnJ5MmtrWlB6bm9LVGY0S3pOV2ZNVWpRdlFuMmNVWXE3NjBrYkdsT0trUEJRTFNLeVE?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-15
Google,jio merger,Hindustan Times,"Reliance, Disney finalise $8.5B merger of Indian assets; no clarity if JioCinema, Hotstar will merge into JioHotstar",./read/CBMiigJBVV95cUxQWEk5S0I0RFN5Y2RiQ3A5aFh5WkRMdi1hVi1zMFpFZ1dBODJSSVVhNnNQSEJqcnBOanBNX1pSV2FSU01ITTlZV3pjT2lybGwyNlZuQkhoOUVOVXlITVVOMUdEVHNPYjhLQTc0cEowb2J0YjA3djJzWkhyS3FwNmVZcXVLM3hBVUN2R1l2QWhJcTlQTzN0bEhQaGZZZjE5NDhZenE4RDJHWkw2Sm44ODgxeVVOTWZGZGthMkVTQnU5QzcwLWZSam91OHdZMWdUOUN0TGV6N08tNVdSenE1SW9Qb3IyUG94Rnc0cGZiVm9yblBnSXJkaXBDR3FKU1BmQkdFMFNxdVI4WS1XZ9IBjwJBVV95cUxQbzFjZ2VEZEtGckVCSXcxQURRdHEzQWdraXBCQzlqOTI1T1JUQmQ5SXprRXJla09hVWNzU282MFBxU0Z6b0IwMERwd0dTRlBLc2xOYWZtaGo3Q0hub3pvTEUxTnVRbzdpLWZJNDhMV1pXUFg3MXgtdC1pcGtIRkZzY3pnLTdyTHdRMnRUR3FXUWdfVU1rTTlYSmNCajF3bDNyTjFzdU1zQWZZWFl2SUFmcm5TYXI1UGFIdlFSaXZOUTlUd01vUzFiczJfdkc1T1RCN1N6THg0VWtpdnpua1dUTS1lU2hKT3RZZElUalRQdUVra0RvOW9LUXBrTW5zQU9ZeDJRc3B4TjdkUDRPNjNz?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-15
Google,jio merger,India TV News,"Jio Star website goes live ahead of Jio, Disney+ Hostar merger, ends Jio Hotstar domain discussion",./read/CBMi7gFBVV95cUxOS2Y1bXJOaWlYUmVQS0gwbGk3WF9KcVpWczV5SDE4czNhVW5VTmpyYWtKTU1VV0Y5MUtxaG9NZk1hTktXTGZOZ29pSExlQjIxWk91aGFOSzFhV05LTTNFTEtsRnJNTUpjU3ZnQXhZM0RBMGFyZW1aVURtZW0wZ0REcE1rdWpLaDBVN3puTWotVjAyUHBYRk54ODJITHRJRlZnemlPdDhsb1dYakhMR1JlMnc0bDZrYUVlWWo0WmVRQXVRbDktcTRRVl9sNUpWZ3Y0dXVibUR5cXZGSkJaTzdoTGlXM3owSTVmbTRCNEhR0gHzAUFVX3lxTE12d0phNDdKVzJORngtT3otQzJ4S3NYQkxOalNsLXBySGNRMU1UbWZWcmZZT0dXOXJZX3lMdTFTbG9feHNzcnVVdzZFeWxRbnFlSmJkbDhQaEp4OGFNWmhIX3laMnhDWG44NDRKeW5nZ1JLQUk5RWVqcV9iVUl5cHZENnBfNTRRWWVla0dPQkxlTjliaDhqVG8zM1BrcXNOQW1wSDNlVDBPNjFJU3Q4bHZ5QU1wS1JyZkVjVXRBX2IzazVSNTNZb3Jyc2lnUDdYQXBKYTdPa21IRTBqZkZvRUJ6WkhTVGFOUWx2Sy04aDZ2aXM3UQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-12
Google,jio merger,Business Today,Reliance to retain Disney+ Hotstar as primary platform after JioCinema merger: Report,./read/CBMi8AFBVV95cUxNZVNOSUh5NUFGcmpNa05nSlFmckR4azJkbmV5S204ZDM0b3Fady14Q3B4WHA1ek1DRUJKekJZaEtiM3EtRVhYdHJ2VXplY2lvMnBuZnhWQm02STRsNnNxMGhyZ2R3RGwzdWxpWXdoWmtRbVpnc2M0RjdiRE9JbE1HaHB2MUV6UnctdzljRlVGa0VKZ3NpYV9xaXYxa3lTTm9OMDNZSDFybzVfcWxuUW9EdU5SbVphbzBRTThva1FGUzMyQjJHOVJvUFJncEhXVzBfa1hhd3VUeW81YzRQU1dTWmJhbmRYSE1DOHUtN2hwdlc?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-23
Google,jio merger,Business Standard,RIL eyes JioCinema as sole OTT platform post Star-Viacom18 merger deal,./read/CBMi1gFBVV95cUxNbGpqeU1vcFZoenFSVDRVRzFEdzJQaGpNWGl2a2lnQWZyN2p6eE91c2ZqeXdrOXhpSzd0anNocEdhNzVHajBibE5ucUxKUFk2NldOMm9feF9fSnBTV0NlRkhJOWZpNVphQkJGdl9jYlJ6cU5YelFnYUFqMVdGQV9xWThLMmtrVHB2VnUtNWxuREdiSUlieXl0YW1GNGNlV25hZUxLQ085SzZBZmNOX01Kd2Uzd3pNS0hnd1FEZG95YWU5eHFuRmhjZExBWk9WWTdVUUI4UWl30gHbAUFVX3lxTE9FaHlOZVhTYTV5SFFzRDBSNzl6QlFUY1Nid01sRW5Ra19Ka2NsQ0Y2SEpSeGNibWtTajNua0RGRjA0ajBXTE1Yc0s1MlY1Zk0zU1lBREtmWGVSai1DQWlBZFdqRDJPS1dDcDdiWXI3dEU3Q3NuN3BPcTVXMmFZclBMWkNUZm5CMkpKYjY3VUZJSVJBanhBeW1NbHRUQnFweGlKV3ZqTkdWbFdjNVBOQUhmRVFIMXhsRkY0Vk9FSDhhbkdTa2tHUmM1TVVwZGVZLURVQVJUY3BIX2c0RQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-08-19
Google,jio merger,DNA India,"Mukesh Ambani's MEGA offer after Jio-Disney merger, Jiostar plans starting at just Rs...",./read/CBMi0AFBVV95cUxORkZhSWtjNHNocVp2WjgzT05xWFVpY2M0eVg3cXFlVUE1QnFINWxzQzhGTG9mOXdEZXo5UzZvTXk1N2s0V21HVWcyY3FXVk5jVGhBVV9CZ0otdFpfN1A2c1ZrRmxJelZvTXJHV29tSFIxR1dHSTlEUmM1OUxjRC1Cd3E5TnNsUHl3THRUSkhha0ZCN08wZjFLZ1FwdGp1YkJyN2lEZ3BPdFN6TWNlNmJ4RzhnNXRmd0ZDcERJMEFJSC05RWtpOTdPb1Z3anNteXVY?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-18
Google,jio merger,ETBrandEquity,"Disney-Reliance merger nears completion, Jio Star set to launch",./read/CBMizAFBVV95cUxNSlhTNFlTTWYtaEcyWUwyNGs0MWNvckM4R0tzYUxOcXBtTEVDcFJhenhscUNUNnlGV1FsOEFuMXVVWkRJbzhEV19NVlBJYjVZcFFnaDA4eUtzbUpzSjc2cVZEYjJocmtZNmFMUFJQNVFnNVZWYTlRVzNHb1JuaXQ0S2l1YUJSMTBudnJuNUZoNzdlckgwZnVpWW9ZdlpRSnpXSllBU2l5elM5OUphczhZS0ppWHhiUlBvWThWaTBGZkYwZUp2REkxRHRxNmXSAdIBQVVfeXFMTjNYS2F0bGdOQmUxMEhqa0MyMklkcExNa3FRVjZmS1QyWmtTY0Q1bzNReEpNRTdVdDM2WVozOUppOUhHT2ladWNhWFpUOV9qUEZuaUV0WlVkekhCajBKMHROVEtXeFF5UzBNV2lQYm1fZ3hsanhiWE5PREcyalQ1WDVaQVNHdTdrLUZvS3NiTUs1aVNoT3BnUnhDQmtTbFRIQklmQ2Z0alduNENKaE9vdjhMV2xDYXU4OVlyVzVTTVNlYTJuSGRoMFZPak1nMGgxQi1B?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-13
Google,jio merger,India Today,"Reliance Disney eyes Hotstar, JioCinema merger to revolutionise Indian streaming - India Today",./read/CBMi0gFBVV95cUxOd0VNSWpGczE3c0t6MXR4TEw4S0wzOG9oajdkcEd2SVlTNUZrcnNHV2lqTGxIeFY3eVZjVGpGVzRjakR4cmZsNVVVQkhuNkZ4SDgzNnBMMm1VSVc0b3ZzVnJUdGVRQmxKMURjY1JVRGRKa1lRTU5ydXc3cWZUR3J2SHpud0RSR2FQN2tVUEJEUTY0RlNGaWhtSnVMWTNiWi1mbWxnT2hPcUZwa185bFdJRTJ2c0lvOGwxT2NhTXFzZDB2R3czazFPTnUtSFd5WGR6WHfSAdcBQVVfeXFMTVJXcXBGdkdWUUcySnZIX2FmTmc3a1RqMFB0UmxzS2hKaGtRUWY2XzVZLXRKa1QzSkpaZFZyUHFFcFdHVzh4Wmc3NnNTNDhHd1htamxJbi1YeEpBb2luQmU4M25SQmdBVExEN0pNbENtOEFOTHRmaEFyeENMQzBnLTdva3EtRXk5RjQybTBUTTl0RFpTdFVMQWxXTk0tbzVpamZOMjNObFE0aXZxVUsyVDRQVGthektuQnNhUjJBbkZydWtDcFhQcTBmdzRzeHVDYW9XeFdFSWs?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-16
Google,jio merger,Hindustan Times,"Delhi techie snags ‘JioHotstar’ domain pre-merger, demands Cambridge education funding for sale to Reliance",./read/CBMikAJBVV95cUxNZXJrNlRhXzZZUUM3S1ZadWVJZTVxMGVZYUNPTlREaWRtWkw5RmJxaW9HejFKS1hmc0lTV29TTk5OUnVnSXI4OHkyVW1vb3o0Z3JuaFp6d1RqZkRVelNLT2xiY2I4eWVUZ0xHZ3ZQOFF6WGpORG1pRHF5T2hLVVdXRzRLZlVYa0lndlI2MEZyUXJ2bEY1bjAyTW5ZSGkxX1pGZzlJTnRybXFOU1NsS2thSjhTREY2dDMtUmdNWFFCN251ZDc0ZXBzTU52alZnZk41bVF1QzdUTDlDdnEweURmS2lFbTg2enNMcG9YSkwwTWtDRzdnSFBabXZSaUVQNTJxZUlscWRONGFzdnNlWFhyctIBlgJBVV95cUxQWGJlMjRQVmI4YklQdGlTZGQ0azdpd2RFNEwxZG14dEJXU0dUM2J2RkJ1NUY4SllpYUo1ZFVhVGFnUGVjQ29oTDJqb0FZT2EwSTREQ3NPN0FVV0dFOFdNdTgtRTlFQ3JsUnl2MFJvTnBINUZ1X20zaVVZR19sTzh3ZHIxQlljcEpJaFBESzRBM3htdmtrV2F6SWcyc1FLR2FTWUpXa3MxQ3hZRjRSaU5vMldFN2hrM0xYNVo5TU9NV2FZSjJaM0kwei1fNGt2YzlGUzV3aG13b2dZVUZtaUx0NGpKLXpYRDNjVGNwaDlVSGF5bXg2eDRuOTZuWGdVc3dJcUxSSmJRV25GUkxmVl9oMEZ6R0NqQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
Google,jio merger,India TV News,Reliance to discontinue IPL 2025 streaming on Jio Cinema following the merger with Hotstar,./read/CBMi5wFBVV95cUxPR2kzTGV0Zmx2RnVEamY3VGJNUDBwZUNRRUJWMUJpekhROXhTSU82VUZQdjk2bVBLdE0wT1ZXeEFES3FWRHZkV0dVV285NnVsUXFXTEs2bkZYcFgta0toVUJqenpzb1dnanp3bmItV3RaV1hTamQ4OHk1T3RYYnFra0VHd1VJMFFfeldzcHZKeUtRUm9pcW5sWkQtWVdaemRCYlRDd05vb0UtY0syZGhNUDdKUkV1ZEYwSnN2SXMtbG5MNHc5cFVES2xNVXhxOHdEZTE2R3FOd3BtYzR1aTJrU244Rko3d0nSAewBQVVfeXFMUG5jSmc3eW5MRjB2MlJ1WGpFTXlZUGRmM1ZuLXRUcGh0YXNWMXFmX2xFODZWY3lUNEF4QVd0WlFNMWF4d18zNlRvWmswX1A1a3I4NW8tZlZnNFRKbktkT2lDT1FZLUFvdGhnQk9aazZPVGlMN1AxMkZPV1VjVUR3djFTTjFrY1p2Tk4xSlJMdjR6aFJRTDJSZWgtWm5LX0U1SlY3R1BQTnFpVzBUbUh2SzlsNFFiOFgzbWNjQlJBRUlfQV85U28xNHB1bXRNMXZ6OTRVUXFWaEhDUWJMdkN3ZDRUT3NxdUpYLUEwZE8?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-19
Google,jio merger,India.com,Mukesh Ambani's Masterstroke: Reliance-Disney merger set to dominate OTT; What’s next for Jio Cinema and Disn,./read/CBMi6wFBVV95cUxNMkgyd0tBYWR4U1Rka2JLZVJFZERNNnEybng5a3Z4VzU5NkNObEM1bmwxN3J6bTVZWkwyS3J1SWxOYkJlVkExa0dTcVctU012Ynk5WnVkdnk3enJBV3FZZmdPNU5sSFZJZFdJbE9pdU9JT2FhcjZITHFxaGVnOHJwdWNRUm5uakhiaUpwRk1DZTVZN0NkRm04TGFGSTBUaTJza1h2aFZXSXpxaG9yT3N3dG5SRndscmlELW5qWmdIeUlLOFRvbXZtU2JDaWxsZEVWVTdQVjhyLXhhbEZRdUtGelltYVFldTNySXo00gHwAUFVX3lxTE5CTXA2OHh0THhaZnRTVktiMHhneno5TDJkSGRoenZoa2VtWmh3Z3hpUXo2THRkZmJ6ZDZFMm8zSzZQSlRQdmdPYVBUOGxTa1NLcllvN0txSDJ6djd5Y0tSOU5qc0RST3BuZU9iZEtIb0hfd3ZTbXpmcXMwQTZzMjlsbWFiS0NqUWh1eVVUQnBLbVpTc1RkcWNrYjhseUZYT21VTFVZSVUzeEZoTWlaX2RyWVFER3JfazhGSUFOOE5HNUE3WEpNZERlVE1pYUNvYmhtUUxHZ0FUaUdSbTU0aUdLWmhyaWR4dm8wSnNJYmtENg?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-19
Google,jio merger,The Times of India,"Reliance Industries, Viacom18 and Disney complete merger: 100-plus channels, 3 CEOs and 5 other biggest h",./read/CBMiwwJBVV95cUxNZDlMc05xSlJHbk1xYTF0TUJDX2t6S1dMcUl0Wk04TkxoVTRQRmpwV0dNX2cxTHBOdFNJRjhxRTM5a1MtV3hxM29za1JyQ2RhTnZIUnBTdzIyb3Y4M0xXQjRPdjBjdUhvaEJBTngzaldsYWlyX3ZSV0RFWVFCakVtbW9MamhBd3R6R2d3cXlJMFRweEpIZFF4d1dlRC1vN0RRMTd2TEhkbE1ZbzNUNlhFTFJ1SnoyanR1MmxNTV93ODZwdlhzUGJIektlLXNjeWhxRHVmSFFOdEY0dkZlTjMtMkY0RGFnb25CRGxTV0xCdHNzUUJUR3pGMC1tczlwanVHbVZaYS1od0txNFRsMnlGYXlUdUFfTjNpREtueFM5RzYtdXpITHprd1NTVUVaZXY4REduY20xWC1qZ3lrbWtLa2RaTdIByAJBVV95cUxPQnhwRUFiVjNDbXl4eHVPX1JPUXllS0Z3X3liMEZBREVudjZNaTRuY1NIa0RwaXV2dThUTzRQcVR6VkFDSk5ua0MxN3pRb1dIUVVuRUVqR3RnMGxrY1JtdnhhUXlVSjZlOE1BMDl1d0NzaGk3RjhYbXhWQ0ViRGRYdDY0VFRPTHpfMW9rbXU2akZkMG0zcmVxRWdpSWNwR3BkYVpscTBJdHRCQmptcmFKMF9vbXpodE8wSHE0X1QxYm9laFd5OTBFVjg1c2FkMml2OElYMndaSjNkSGRNd0p6Y0VJZGVia25jT1JtLUNweURNVmRPVm51TzFlMXgzNnlJeFBmdDlpRjVWRTZ4aVpkcF9vel91ZGZEUFZwTExLeVd1Rk56RVJGSEJxMXNoYkFoZUswZ0xiemFNdWtuNFc5SVZzSjZpalU5?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-16
Google,jio merger,The Times of India,"Reliance is 'killing' JioCinema for Disney+ Hotstar, these may be the likely 'three reasons'",./read/CBMi_gFBVV95cUxPWFRnMmVxNW1RMElLcmR5aHNfZ1pTY1dPZ0VSRS1WQ2FtRUcycEFRbUFnZ21ldEpRMGgwT2hadFpjVkp6LUhXblVXRlg2UUpXRi1Lc0pxeHB0SmVwQll0MVBMZkRfTDNmVTkwbm1jTmJSUnVmbWNiWm56RjEyRE4wa2ZvRW82T3FoUmFod1o3TjJPVjJkWTJWb2QzZDJNZDBnWXpzSjlNY2otUzM0YUh2empla3J2cHJIbTVlZW1ETmJ4bmtnbkloZmdVTGg1dUVUcXBzb09DTm55Zk5MZ2RTVDFyY3dWR2t3SEJ1c3ZuY1hNcmM3RGpMaXZNTFlTZ9IBgwJBVV95cUxPNG9pUk1TdTZIbmxSZmxoejJ3bGZhckRQdklleVFHX2kwMEJmbV9haEwzWVNJMC1oMHhEekxkbEZrd09MVFh5ZlV1TVF5RW5fbmtZNUxISndTTlBDZHh6RDhQNnJNLVlxOWcyV0tvOG5zS2t3ZWJMMXdoYUdBaUVDa3h2NXptWHJ0MWgxSnRqdXpWRnBhYUdteWlHMWJHcDlhWU9wb2htNXV4YU1VcjFVZ2pkS0g1WU5nTTBzMmR4cWlCMVpjLVdSdDBwejgzZ0R2OTRsckV6SVI3N09lNXlRbUFLdTlJMHZLMzNtalZOWkJjXzZDdnY1cHg3OHJiQVpLVmVz?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-21
Google,jio lawsuits,Hindustan Times,"Reliance threatening legal action, says techie who asked for ₹1 crore to give up JioHotstar domain",./read/CBMigwJBVV95cUxOOC10S0otdWljTmtQWjkxd0xEX09LZzB5RzFzWW5vYjNHVDJjOG4wOEUwakE2bVhoWXpocWJwRnVHM2dnNjI4NW50V29TajFsWHFPa3dEWWxmS1NPR1duUWFyQ1EtY183Y3o3ZTVvZ3BZdHRMQ1R0ay1xdTVwRTZQTkdlWWgzWkdydjlkYy1sWkszMEtMdXZfX2pYUm1QSmt5ZllwNThValBBcWI4My1zWFhLZUp1dk40QjZSa0hFbFFzVTN2NllGUFhTeXNTLXR5MHpJUldLcmdSS2t4WWRwbDFsekYtTUw2RjJNZkk0QUUyR2VsUlgwMUNDMXdNRVltd2Rv0gGIAkFVX3lxTE42SUtZcVh6dmFjSjlxVmI1T2RuUmJmUldiM0o4RHVlV05wWlhTQ2g2aVcyRzlydGZ5dzR3Mi1kTWlDVUZicHhKWkhlUDJZeXpLOFowSkEyUThmbTlsb1BEMmhVNnBZN0k4VTlOb1dYcnBoRXJDME9NcGJWVW9EaHluODlzd2ZRcThfWDJDUmt3anFTazJiWVFsU0p1SFM5eVlyWG1BWHV1THpJYkxtNXhySUNMUG9lazdWRXBGcmNRYkNuaGxCQjFkVm1iZXc2TUMyNzM1V2JQV2NrcElXNjFpdkZhYUFKT0xNbU9wcGppZzFvRWdRWC1Dd3JfVlNaMk5uTzNXMXByMA?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
Google,jio lawsuits,Business Today,Developer allegedly faces legal heat from Reliance Industries over 'JioHotstar' domain,./read/CBMi6AFBVV95cUxOZHFVNGdycVpIZU4tZlZJM3hDSjJpbVFRcl9OZlk0UXJWd2lRc19fVTBud0RzVENvRkZmZl9NcFJCQzRodzFEb3pUOUtrVklVU3RuMkpJb0VoUGRHTHdvZW9aOEFOSjB6M1E3Q3EwT29tNEZjUzFhU3U5UmZVQnp4R1d6eWdsR3ZiZm9mYmlSRVhYWEFmZ21MeVRlcnBHcnBUU3RXdEdWaTFleGJYRXBxOWNMZl9yaVpFcmgzWHBTbmljVzB3TkRqVG1vTWpmcDN2ZTBYMThlYkQxVWVzVnZmdUFsdHB6RnI4?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
Google,jio lawsuits,Digit,JioHotstar vs Delhi Techie: What is Domain Squatting and can there be legal action?,./read/CBMivAFBVV95cUxNVHQxVlFPdlpFS2c5SlRBbFBTb3Yyb2dvT3lGU1NWVUJSUEExQTlzYWlQWDFTVlBEdy1LQ0kxSWpKZ3hnaEJfLUVzZmswUG05alFScVBmSUdBa3pKbHdRUEVvWmkwSVRuNDlfZU80SnBORXFZQTFYZE9GbFhtcklScXRyanVsNVZaaW85QUk0WnlMSVl2VkxDNDJUOXFiMU9rTG04S2x5QmtFanE4b1JOSDBaaV9QLUtiUEY4bdIBwwFBVV95cUxOUzN5V0UwUk9XVVJuNTU2emlOdE9YSlUzMXNLd29TcjRGSXNlWHo4cENTeFZIbVV0YnU5STh1bkI4MFNXSTlQd1I5MV9mZlV0eE0zeDJXQmJ2MXhvTjMwNC1WaHprM1dzX2VuT0ktaUJidVpOOTYxY2g4Qk85YjZfVVUwVUNscUp1cElicVU1QTdidVV3aWdjeFpLUHlLVzI2MjVWTlByOW5aRUJwNFNJS3NUa2loWTBmQmpOcDYxMm5QMWM?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-25
Google,jio lawsuits,The Economic Times,"I can handle a legal battle but not maa baap's kalesh, taking site offline, says Jiohotstar domain buyer i",./read/CBMi9AFBVV95cUxNOTN2QTdYcEpsZlJ5a1lYenp3UzBOUHF2YkprUDZ6S0ZvbkdiOXB5M3pqQ0NlbERQWUZKM1F0ZGk1cHQ4TFN2UHBTWEgtbDhDQ015RFgwZGM3OTN3WWd4WHNTbjJqZ3lXVnEwaFl5VVlnLXRUYkN0SWpMUHBMbGlobGRIQ1dmRnBSTmZENnhaYXpkdXdXLXQwcDBrNzQtT1ZaT2VwXy1ELS03WnpodzBJUUprSHdPNnhWUFh3WVQtcGpfZWtQalozdFZVNFhSUU4zQUc4Y295Xy0yX1N2OW5XVVRjMlFXb0EtakwzeHNpSXlvYUhN0gH6AUFVX3lxTE9ibkxlT1kyV1RoRWtWWlZZNGx5OTlKb09NYkJ3ZWNLekhyVGtMVTFVVWNFSEV3Z2t4d0pycWVIWkd1b3ZGYnhTendqUGhlZ05EY3BzYTRxX3ZldUJCSG5pY1ZjVk1FTGQ1SDFDak9mczhZVkV6R25GS05jZWIta0hia3VOWjMxTDdzS0U3a0ZhSVFNaDZJWlpnU2tYTlExNHd1bWdNMmFzT0hWNkdrZ1pIVmFQc2tLVzYzV3VBZ2dMRlJXbW11eXI5SlR1X244QjM2c1dfMHdJUFJ6dGZRQWxnbjdjQ1poU21ncVFOdlNOTkhuS0J2SVdBd0E?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-25
Google,jio lawsuits,MediaNama.com,"Developer faces legal threat from Reliance over ""JioHotstar.com"" domain",./read/CBMitgFBVV95cUxQdWZob3VHSkh0Z0pxb09oWFV0TmVxclpWQ0RoY1RzRjFrUTJqNWdLMHoxM2d4SHVYLVp1dXl1dG0zalFMWG5UQ0dnSzFjYzdfMmswVmtjN0tTc25Db0RPLUNyNFZVd2NFcFNlbVlKdzZ4eEM2TTVOSWVGdzlnaENDb3NkODVpM18xbk5PcHRYZWJ6VnBCa3pTejdCd1kzaW9FSkxHb1o0Y041TlVOdzlWMzg5MGh1QQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
Google,jio lawsuits,India Today,Jio Mere Lal: Meet the secret superstar who outsmarted Reliance and secured JioHotstar.com,./read/CBMi1wFBVV95cUxPTjd0SU1ySXhVVzdvc3Y4MUZibzVjenRIdzRaSlBJRFRsaVNzTDVrZ3pUNGlvQ0phRHhVcFFVMVpYbXdyb0kyLWduX05EaF80SGVFQkdhVU5oWjVSRUJicElNUHlIaUR6VGZYVUlkSGNyOUlWQWR1dlBnRVdyblJFXzJNYWliSi00S2ZOMXdpclNNTzRXNWtiNzZkcksyYWtwdVJMTE9Rc1lYMkpZNjF3RHFxOUFCNEhJcy1FRFU0YXh1T0J6SDdjS3Q4VW0wS1RsX1o0QThSZ9IB3AFBVV95cUxOekQzTXRNaEZVV3dqV1FXX1F5U09lNnp2VEx0bGpKTkpBX0pFbFdwT0g1aGpJRF9lcUdTdVg2ZlRQc0NRTk94REE4SS0zQTJkdUxjOHAyTlVuWUY3bUZjaThvRFROMzhfOWV3ODVaYXVtblBhUlRtb0NPal9YN0hadzAyaFNSNTFOU25HdmxCa1dDZDZyTWtfY0FpazliTU0xUkhZSFA4LUNsbmV4TXUtUlQteE05djhkMDctWHlLNzlRM0JTVEpBZ2ljSGNGY0F2cU9jMWdhUXRTZGdM?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
Google,jio lawsuits,Business Standard,"Disney, Fox, Warner Bros drop Venu Sports appeal after Fubo merger deal",./read/CBMizwFBVV95cUxOcW1iUWNqWTdScVFGSU4tNVVMUTFWZU9rUUNCc1N3dVpndmoxQnExX1l0TVZweDFGSy1vQi15M1ptMC1PUDJuMEVZSGhzdXI0TDA0cWg5amQtalczM0FWTkNiR09EdGY3aGFDeWI0aHBOZHdJemZqa0pzODIyaExXSjAzMGZFNnJFUGJvd1dYWldRU1QwM3MzaW5oVzFlSkVyNzBRNEpWMjdoZVNsb0xZSnFFLXlxeWJmSkJVeWJsX25tMk5maDA0ZUdpSjZSZXPSAdQBQVVfeXFMUHVOTVJQZHFaOTUwd2ExQkZvYTlmbmlncF9aY3o4bDNrRkN4d2NQVVUwaGQ5VXhVSHNGRzl6UjBCRHp4QmpobGxUYnlrb1pUbXdHUF9sc0VkWTE3akVvZTF1RERaZndaZ3ZZZldxd1pjQ0wtOWdmRFN2U2NBRHlnV2ZBdmc5d1Atc2x0MFhoQ2FmWmtlclhINGx5Y2RFRHJLWTF5VlBfWlN0NE9uaDNUUlhRMkY4Ty1qa0ZvWV9aRVc1SWZCQWc1V2thX3JCYkFDY2V4ZEU?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-01-06
